사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44228 ,6호선,462 ,청구,1 ,0 ,1284 ,376 ,2232 ,1682 ,5093 ,4807 ,7607 ,18712 ,4739 ,8678 ,3473 ,4006 ,3348 ,3161 ,3664 ,3149 ,3865 ,3615 ,3764 ,3499 ,4033 ,3951 ,4760 ,4412 ,5854 ,5037 ,10404 ,6106 ,6441 ,4617 ,4037 ,2947 ,3868 ,3334 ,2507 ,2623 ,740 ,1186 ,0 ,137 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,463 ,신당,129 ,0 ,5589 ,726 ,3812 ,4398 ,5013 ,8860 ,7492 ,28476 ,6295 ,17134 ,5415 ,9896 ,7090 ,7873 ,8252 ,7016 ,7245 ,8092 ,8123 ,6796 ,9126 ,6289 ,11842 ,7274 ,14250 ,8446 ,20764 ,11136 ,11836 ,13750 ,10568 ,6518 ,11231 ,5524 ,8975 ,5097 ,2009 ,6247 ,0 ,644 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,464 ,동묘앞,94 ,0 ,3220 ,473 ,3254 ,3552 ,6579 ,5797 ,9546 ,20463 ,8153 ,15125 ,7413 ,11113 ,9277 ,11594 ,11491 ,11643 ,11783 ,12586 ,14843 ,13059 ,16088 ,11927 ,17691 ,10692 ,19541 ,10435 ,19995 ,12256 ,9440 ,9452 ,6491 ,6495 ,5880 ,6793 ,3720 ,5466 ,976 ,4851 ,2 ,581 ,3 ,0 ,3 ,0 ,0 ,0 
44228 ,6호선,465 ,창신,0 ,0 ,1764 ,259 ,3620 ,1049 ,10581 ,2023 ,13017 ,4594 ,7018 ,2549 ,4129 ,1806 ,3683 ,1811 ,3708 ,2215 ,3679 ,2332 ,3048 ,2579 ,3125 ,3011 ,3570 ,3571 ,3747 ,4599 ,3396 ,7699 ,1910 ,6829 ,1681 ,4049 ,1333 ,5199 ,857 ,3531 ,329 ,1601 ,0 ,32 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,466 ,보문,3 ,0 ,2615 ,742 ,5336 ,2722 ,14114 ,5424 ,22328 ,14777 ,11892 ,7326 ,7289 ,5289 ,7374 ,4746 ,7915 ,5326 ,8115 ,6062 ,7493 ,5631 ,7724 ,6619 ,8747 ,7503 ,10343 ,10490 ,13256 ,16553 ,6810 ,14160 ,5014 ,8843 ,5051 ,10116 ,3142 ,8438 ,1231 ,3692 ,1 ,97 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,467 ,안암(고대병원앞),29 ,0 ,996 ,915 ,2037 ,3984 ,6083 ,11093 ,8132 ,25713 ,7165 ,23080 ,7991 ,14055 ,9558 ,10825 ,10320 ,12568 ,10631 ,13396 ,12541 ,11690 ,15063 ,9892 ,17751 ,9664 ,25879 ,11281 ,23448 ,13639 ,12817 ,11108 ,11338 ,6548 ,13451 ,8111 ,9069 ,6403 ,3290 ,2967 ,0 ,292 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,468 ,고려대(종암),17 ,0 ,2723 ,600 ,5735 ,2529 ,15492 ,7273 ,19215 ,18712 ,10667 ,8008 ,7244 ,5827 ,7274 ,6494 ,8434 ,6755 ,8692 ,7686 ,8497 ,7026 ,9091 ,7864 ,11444 ,8641 ,15220 ,10482 ,14623 ,17621 ,7116 ,15225 ,5819 ,9230 ,5589 ,10764 ,3333 ,7943 ,1038 ,3757 ,2 ,85 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,469 ,월곡(동덕여대),12 ,0 ,4905 ,712 ,9052 ,2686 ,28389 ,5195 ,34925 ,17711 ,17642 ,11855 ,12654 ,8310 ,11779 ,8644 ,12332 ,9278 ,12472 ,10231 ,11630 ,10658 ,11845 ,12805 ,13006 ,14913 ,13332 ,19043 ,17623 ,31268 ,9213 ,27043 ,6936 ,14620 ,5980 ,16429 ,3451 ,11333 ,1321 ,5076 ,0 ,90 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,470 ,상월곡(한국과학기술연구원),11 ,0 ,3485 ,428 ,6493 ,1254 ,17598 ,2303 ,22290 ,8908 ,11914 ,4432 ,7639 ,3609 ,6726 ,3884 ,6889 ,4400 ,6773 ,4615 ,6255 ,4624 ,5685 ,6053 ,6192 ,6991 ,5658 ,9825 ,7327 ,14931 ,4508 ,13724 ,2299 ,8476 ,1953 ,9454 ,1388 ,6971 ,776 ,3046 ,1 ,91 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,471 ,돌곶이,8 ,0 ,4800 ,548 ,9968 ,2242 ,25278 ,4356 ,29964 ,11355 ,15153 ,7144 ,10443 ,5755 ,9212 ,5697 ,9805 ,7043 ,9891 ,7152 ,9154 ,7801 ,8738 ,9357 ,8807 ,10923 ,9362 ,14477 ,10030 ,23783 ,6776 ,20795 ,4194 ,12552 ,3837 ,12157 ,2833 ,9917 ,806 ,4103 ,1 ,344 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,472 ,석계,702 ,4 ,6294 ,1529 ,14528 ,4025 ,36907 ,5122 ,42873 ,9735 ,22255 ,7391 ,15812 ,6987 ,13928 ,8227 ,14015 ,9661 ,14157 ,10430 ,12835 ,11799 ,11701 ,15232 ,11394 ,18276 ,11621 ,24717 ,10952 ,40893 ,8448 ,35871 ,6743 ,19954 ,6624 ,20247 ,4007 ,15652 ,1314 ,6809 ,13 ,529 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,473 ,태릉입구,5 ,0 ,3132 ,609 ,5145 ,2050 ,13991 ,2551 ,16324 ,5602 ,8435 ,4668 ,5894 ,3866 ,5843 ,4337 ,6206 ,4908 ,6567 ,5407 ,5858 ,5616 ,5635 ,6571 ,6046 ,7975 ,6491 ,10296 ,6621 ,17548 ,4176 ,15830 ,3582 ,8154 ,3436 ,9559 ,2211 ,7002 ,737 ,3447 ,3 ,483 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,474 ,화랑대(서울여대입구),13 ,0 ,4019 ,768 ,15174 ,2137 ,45033 ,4390 ,42361 ,8605 ,18674 ,5628 ,12532 ,4842 ,11005 ,5129 ,11621 ,5902 ,11365 ,6787 ,9669 ,6845 ,9091 ,8824 ,10414 ,10307 ,10620 ,15408 ,9184 ,27746 ,4698 ,26015 ,3102 ,15219 ,3010 ,14735 ,1937 ,12029 ,795 ,5161 ,2 ,397 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,475 ,봉화산(서울의료원),6 ,0 ,3683 ,859 ,10760 ,1953 ,36237 ,4235 ,32004 ,9574 ,14591 ,5187 ,10274 ,4444 ,9021 ,4653 ,9240 ,6600 ,9264 ,6977 ,8191 ,7199 ,7697 ,8611 ,7663 ,10400 ,8955 ,14607 ,8078 ,24282 ,3818 ,24273 ,3163 ,14183 ,2922 ,13472 ,1666 ,11013 ,527 ,4377 ,0 ,360 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,6호선,476 ,신내,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,477 ,장암,0 ,0 ,963 ,110 ,4578 ,1019 ,12038 ,943 ,8379 ,1268 ,2963 ,1621 ,1569 ,1862 ,1385 ,1387 ,1601 ,1316 ,1739 ,1148 ,1946 ,1117 ,2487 ,983 ,2717 ,968 ,2700 ,1126 ,2136 ,1885 ,1215 ,2477 ,851 ,1099 ,659 ,838 ,246 ,693 ,94 ,310 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,478 ,도봉산,10 ,0 ,3552 ,606 ,13150 ,3285 ,40249 ,5270 ,31826 ,8349 ,14976 ,10683 ,9082 ,13702 ,8328 ,11289 ,9146 ,10551 ,8876 ,10248 ,9676 ,9881 ,10044 ,10035 ,10236 ,11694 ,9023 ,15954 ,7601 ,26984 ,3633 ,32774 ,2595 ,19235 ,2139 ,18494 ,1385 ,14775 ,384 ,6470 ,20 ,867 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,479 ,수락산,22 ,1 ,7106 ,497 ,15736 ,4051 ,39951 ,6279 ,37434 ,13576 ,21438 ,12802 ,15144 ,14014 ,14072 ,12132 ,15208 ,11987 ,15974 ,11932 ,15951 ,12189 ,16046 ,14205 ,16255 ,16825 ,15462 ,20486 ,15707 ,33655 ,9078 ,36051 ,6528 ,21059 ,5994 ,19726 ,3044 ,15592 ,787 ,7147 ,6 ,759 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,480 ,마들,19 ,0 ,7391 ,1062 ,17499 ,1911 ,47164 ,5017 ,43952 ,8537 ,22071 ,7406 ,16101 ,7674 ,14310 ,8518 ,15287 ,9545 ,14085 ,10745 ,12611 ,11795 ,11570 ,13974 ,11588 ,16253 ,10209 ,20048 ,9306 ,35394 ,5643 ,37420 ,4335 ,20388 ,3934 ,19885 ,2252 ,15895 ,689 ,7389 ,4 ,709 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,481 ,노원,98 ,1 ,5142 ,1809 ,10581 ,4470 ,28586 ,10837 ,28696 ,35205 ,21828 ,34207 ,22102 ,26941 ,24689 ,23887 ,24951 ,25971 ,26614 ,29858 ,28097 ,31398 ,29708 ,31292 ,32522 ,32663 ,32240 ,34782 ,37009 ,45713 ,22048 ,36708 ,25537 ,17376 ,23956 ,15846 ,11381 ,12389 ,2237 ,6173 ,10 ,709 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,482 ,중계,9 ,0 ,6575 ,1545 ,17192 ,3239 ,47362 ,8174 ,49363 ,14322 ,25874 ,9155 ,17917 ,7282 ,16254 ,8085 ,16661 ,10057 ,15037 ,11588 ,13340 ,11579 ,12874 ,12898 ,13490 ,15528 ,14341 ,20757 ,12817 ,34998 ,6637 ,36444 ,5233 ,21282 ,5324 ,21665 ,3328 ,17293 ,931 ,7192 ,2 ,731 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,483 ,하계,26 ,0 ,6113 ,1044 ,17796 ,4532 ,52625 ,9891 ,55028 ,18203 ,29689 ,13799 ,21300 ,11211 ,20040 ,11903 ,20869 ,14180 ,20016 ,16665 ,19060 ,16766 ,19755 ,19008 ,20134 ,21276 ,21101 ,26836 ,18737 ,45166 ,10531 ,45235 ,8826 ,25726 ,8717 ,27041 ,5433 ,20492 ,1253 ,8763 ,1 ,725 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,484 ,공릉(서울과학기술대),5 ,0 ,4880 ,861 ,10502 ,2908 ,27803 ,6185 ,32910 ,16351 ,17468 ,10491 ,12634 ,8916 ,12282 ,8741 ,13415 ,10992 ,13768 ,12293 ,13439 ,12137 ,13551 ,14191 ,14473 ,17061 ,15186 ,20543 ,17593 ,31395 ,9566 ,29578 ,8218 ,15923 ,8571 ,16663 ,5283 ,13115 ,1365 ,6577 ,0 ,327 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,485 ,태릉입구,65 ,0 ,5417 ,940 ,5855 ,3692 ,15750 ,5926 ,20199 ,13200 ,12971 ,7854 ,9224 ,6071 ,8728 ,6171 ,9244 ,7214 ,9465 ,7638 ,9432 ,7954 ,9601 ,8702 ,10641 ,10122 ,13307 ,12441 ,13645 ,17710 ,8212 ,16430 ,6060 ,9806 ,6652 ,11555 ,3952 ,8180 ,1238 ,3472 ,3 ,1095 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,486 ,먹골,10 ,0 ,5660 ,578 ,9762 ,2401 ,27457 ,4163 ,34559 ,11626 ,19838 ,7193 ,12572 ,6782 ,11331 ,7308 ,12001 ,8043 ,11654 ,9113 ,10863 ,10200 ,10798 ,12377 ,10422 ,14649 ,11355 ,19011 ,12525 ,29716 ,7614 ,27564 ,5482 ,15957 ,5378 ,15874 ,3126 ,12182 ,964 ,5069 ,0 ,315 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,487 ,중화,6 ,0 ,6768 ,772 ,11170 ,3174 ,28311 ,5823 ,38284 ,18296 ,21260 ,9130 ,13268 ,7099 ,11396 ,7523 ,12638 ,8397 ,12069 ,9061 ,11534 ,10248 ,10806 ,12535 ,11732 ,14674 ,13219 ,18478 ,14964 ,30533 ,8473 ,28412 ,6024 ,16962 ,6032 ,17806 ,3286 ,13311 ,1027 ,5556 ,3 ,333 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,488 ,상봉(시외버스터미널),245 ,1 ,7959 ,1179 ,14744 ,5873 ,39727 ,10337 ,57558 ,26160 ,29068 ,15443 ,17336 ,12027 ,16044 ,12278 ,17679 ,14258 ,18138 ,15791 ,17276 ,16306 ,18361 ,17556 ,20763 ,21925 ,24591 ,28687 ,25832 ,46265 ,17446 ,41665 ,14697 ,22725 ,14727 ,23948 ,7834 ,17101 ,2070 ,7429 ,19 ,609 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,489 ,면목,16 ,0 ,9528 ,599 ,17730 ,4493 ,43606 ,6237 ,58659 ,17251 ,31952 ,10882 ,18255 ,9783 ,15764 ,10886 ,16671 ,11824 ,16491 ,12578 ,15124 ,14719 ,14210 ,18221 ,15241 ,23037 ,15360 ,27535 ,16395 ,45051 ,11848 ,42015 ,7301 ,24460 ,6761 ,25724 ,3655 ,18349 ,1076 ,8141 ,1 ,515 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,490 ,사가정,6 ,1 ,9189 ,1006 ,17056 ,5676 ,42821 ,8668 ,55585 ,20757 ,32138 ,12733 ,20379 ,12114 ,17922 ,13048 ,19300 ,13824 ,18768 ,14918 ,17371 ,16550 ,17499 ,20449 ,17759 ,25042 ,19358 ,30436 ,19494 ,50266 ,13820 ,45195 ,10485 ,24860 ,10241 ,25111 ,6030 ,17937 ,1737 ,7638 ,1 ,537 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,491 ,용마산(용마폭포공원),7 ,1 ,3746 ,437 ,8466 ,1888 ,18146 ,2743 ,23789 ,7346 ,13223 ,5026 ,7214 ,4695 ,6467 ,4343 ,6797 ,4981 ,6507 ,5289 ,6146 ,5795 ,5914 ,6626 ,6069 ,7537 ,6143 ,10009 ,6138 ,17240 ,3746 ,16128 ,2208 ,9712 ,2000 ,11496 ,1428 ,7984 ,538 ,3123 ,1 ,233 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,492 ,중곡,1 ,0 ,4204 ,394 ,9498 ,3626 ,23734 ,6408 ,36839 ,14691 ,20704 ,7925 ,12395 ,6853 ,11948 ,7098 ,11776 ,7739 ,10915 ,8534 ,10686 ,9363 ,10185 ,11298 ,11386 ,12946 ,12007 ,16529 ,11104 ,25553 ,7224 ,23504 ,4839 ,13793 ,4677 ,15215 ,2805 ,11077 ,806 ,4721 ,1 ,110 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,493 ,군자(능동),33 ,0 ,6326 ,740 ,10945 ,4552 ,26268 ,5921 ,45949 ,20938 ,30581 ,13152 ,15566 ,8865 ,13582 ,8441 ,14145 ,9403 ,14792 ,9928 ,14341 ,10660 ,14478 ,13651 ,15729 ,15029 ,19300 ,20748 ,25320 ,34833 ,15418 ,28019 ,13468 ,16209 ,14266 ,16954 ,8038 ,12706 ,1988 ,5185 ,2 ,293 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,494 ,어린이대공원(세종대),0 ,0 ,2297 ,566 ,5314 ,6944 ,13125 ,11440 ,24157 ,32189 ,17333 ,20964 ,10067 ,12222 ,9532 ,10619 ,10498 ,11548 ,11454 ,12962 ,12453 ,12532 ,14961 ,12316 ,18407 ,12398 ,24140 ,14809 ,29227 ,21489 ,15760 ,17725 ,11237 ,11559 ,12469 ,12703 ,8698 ,9769 ,2697 ,4582 ,3 ,146 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,495 ,건대입구,13 ,0 ,2695 ,824 ,3255 ,5432 ,9039 ,13181 ,14224 ,24843 ,11465 ,20534 ,9704 ,14557 ,10599 ,12973 ,11123 ,15449 ,11859 ,17609 ,14450 ,16808 ,17771 ,16552 ,20619 ,16454 ,28305 ,19887 ,28497 ,27785 ,19089 ,19586 ,23181 ,9920 ,19736 ,10090 ,11171 ,7005 ,2991 ,2899 ,1 ,1053 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,496 ,뚝섬유원지,2 ,0 ,3556 ,333 ,6443 ,2951 ,14909 ,4615 ,22661 ,9404 ,15238 ,6877 ,8657 ,5245 ,7664 ,6001 ,7718 ,7717 ,7943 ,9050 ,8247 ,11237 ,9310 ,12974 ,11398 ,13290 ,13066 ,15945 ,14117 ,21796 ,9387 ,17018 ,8133 ,10695 ,7815 ,12369 ,5199 ,8351 ,1987 ,2884 ,0 ,169 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,497 ,청담,15 ,1 ,1475 ,2977 ,4700 ,21381 ,7436 ,44458 ,9802 ,116377 ,8535 ,78329 ,8271 ,30429 ,10383 ,18017 ,13258 ,16416 ,14736 ,18064 ,17708 ,15962 ,23989 ,13711 ,30788 ,13254 ,49691 ,14180 ,87934 ,14935 ,46353 ,10541 ,27325 ,6672 ,27929 ,7186 ,15877 ,3910 ,2751 ,1880 ,3 ,826 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,498 ,강남구청,6 ,1 ,944 ,1451 ,2546 ,9172 ,4883 ,24776 ,7023 ,83036 ,5977 ,75390 ,6472 ,29548 ,8198 ,19008 ,9974 ,15721 ,11736 ,17736 ,15087 ,13894 ,19457 ,12476 ,22467 ,12838 ,35456 ,13681 ,67653 ,14525 ,42244 ,9468 ,27557 ,6200 ,31473 ,5559 ,17064 ,3540 ,3340 ,1905 ,4 ,206 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,499 ,학동,2 ,0 ,1416 ,2252 ,3666 ,19335 ,6317 ,41211 ,8468 ,148978 ,8164 ,111067 ,8133 ,37669 ,10338 ,19858 ,12991 ,15943 ,15388 ,19204 ,19423 ,16552 ,24684 ,14665 ,30834 ,13903 ,55823 ,14007 ,129386 ,14320 ,62496 ,9570 ,32263 ,5815 ,33897 ,6206 ,19682 ,3732 ,3813 ,2054 ,7 ,104 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,500 ,논현,6 ,0 ,1607 ,1079 ,3632 ,14180 ,6265 ,34824 ,12046 ,96638 ,9919 ,79905 ,9144 ,32694 ,11393 ,19786 ,13381 ,18161 ,14653 ,20293 ,17749 ,20158 ,21914 ,18469 ,26869 ,18608 ,45170 ,21156 ,84088 ,25163 ,48622 ,14483 ,31876 ,8018 ,40393 ,7952 ,24897 ,5547 ,4727 ,2928 ,9 ,231 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,501 ,반포,6 ,0 ,601 ,471 ,1997 ,4844 ,5039 ,8757 ,8061 ,15884 ,5663 ,13611 ,4053 ,7003 ,4296 ,6964 ,5617 ,7041 ,6261 ,6971 ,6510 ,6074 ,8053 ,5918 ,11104 ,5669 ,12837 ,6644 ,13828 ,8528 ,9404 ,5576 ,7490 ,3309 ,9522 ,3672 ,4371 ,2525 ,939 ,935 ,9 ,74 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,502 ,고속터미널,21 ,0 ,857 ,2274 ,2239 ,18694 ,7330 ,29075 ,12378 ,40686 ,15087 ,27586 ,15225 ,19176 ,17816 ,17102 ,18505 ,16300 ,19485 ,19558 ,20709 ,17654 ,27857 ,13994 ,29948 ,13435 ,43663 ,14140 ,40879 ,15659 ,24998 ,10403 ,26055 ,6187 ,24051 ,7434 ,15314 ,3570 ,3546 ,1322 ,5 ,125 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,503 ,내방,4 ,0 ,1831 ,1150 ,5194 ,8472 ,12620 ,19190 ,20821 ,64034 ,14929 ,35706 ,10807 ,15396 ,11266 ,11975 ,12100 ,11972 ,14061 ,13766 ,14954 ,13364 ,16106 ,12701 ,19678 ,13768 ,29600 ,16839 ,55457 ,23387 ,21516 ,16363 ,15517 ,9664 ,16394 ,10413 ,8978 ,7278 ,1864 ,2690 ,3 ,913 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,504 ,이수,35 ,0 ,3151 ,765 ,6475 ,7124 ,19571 ,11608 ,32648 ,33379 ,21058 ,22382 ,14511 ,14758 ,14026 ,13602 ,15996 ,14861 ,17723 ,16780 ,18508 ,16631 ,19038 ,17924 ,21262 ,21261 ,24666 ,26515 ,34732 ,40828 ,20205 ,27314 ,19940 ,14922 ,23603 ,15503 ,13063 ,10596 ,2586 ,4431 ,3 ,344 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,505 ,남성,4 ,1 ,4279 ,553 ,9638 ,2975 ,28149 ,4570 ,43894 ,11045 ,24668 ,8265 ,14195 ,7406 ,12119 ,7556 ,12051 ,8679 ,12645 ,9866 ,11314 ,10138 ,10793 ,12725 ,10794 ,14923 ,11669 ,18727 ,11750 ,32790 ,6640 ,26480 ,6189 ,15632 ,6275 ,16778 ,3556 ,12223 ,985 ,5210 ,11 ,245 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,506 ,숭실대입구(살피재),9 ,0 ,4134 ,621 ,8775 ,2677 ,26264 ,5183 ,39105 ,11346 ,21434 ,12607 ,13280 ,8771 ,11806 ,9375 ,12510 ,10604 ,13060 ,11250 ,12221 ,10963 ,12166 ,13585 ,13589 ,16185 ,16186 ,21416 ,14184 ,35019 ,8199 ,28710 ,6879 ,17409 ,7603 ,18960 ,5095 ,13904 ,1620 ,5338 ,3 ,488 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,507 ,상도,0 ,0 ,3303 ,931 ,8054 ,3481 ,21846 ,5724 ,32529 ,12956 ,19386 ,10497 ,11721 ,7717 ,10744 ,7629 ,11598 ,8424 ,12017 ,9567 ,11185 ,9599 ,10768 ,11113 ,12315 ,13227 ,13760 ,17328 ,13780 ,28923 ,7451 ,22504 ,6467 ,14213 ,6720 ,15824 ,4861 ,11026 ,1404 ,4288 ,5 ,338 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,508 ,장승배기,23 ,1 ,5227 ,665 ,8869 ,3045 ,21882 ,6140 ,33306 ,14299 ,19289 ,7939 ,11843 ,7323 ,10553 ,7919 ,10784 ,7981 ,11433 ,9131 ,10635 ,9640 ,9929 ,11583 ,10715 ,12716 ,11298 ,16779 ,13078 ,26607 ,7086 ,22217 ,5889 ,12987 ,6015 ,15016 ,3326 ,10297 ,930 ,4110 ,3 ,355 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,7호선,509 ,신대방삼거리,7 ,1 ,7753 ,840 ,13420 ,5934 ,38336 ,9191 ,61319 ,24635 ,33662 ,14981 ,18480 ,11282 ,16532 ,10412 ,17603 ,12012 ,16782 ,13617 ,15403 ,14666 ,15698 ,17015 ,17371 ,19901 ,18845 ,26624 ,23455 ,48753 ,12697 ,39516 ,10185 ,22756 ,9566 ,24124 ,5701 ,18276 ,1634 ,7621 ,1 ,514 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,510 ,보라매,21 ,0 ,4208 ,856 ,6244 ,4998 ,17039 ,11322 ,26164 ,30762 ,14390 ,11458 ,8645 ,6766 ,9083 ,6737 ,9526 ,7700 ,9486 ,8638 ,9454 ,8107 ,10178 ,8762 ,12323 ,9806 ,14834 ,13482 ,26222 ,22677 ,9227 ,18395 ,7254 ,10347 ,7153 ,11518 ,3821 ,8417 ,1010 ,3605 ,0 ,323 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,511 ,신풍,36 ,0 ,7512 ,890 ,12460 ,3731 ,31326 ,8076 ,41053 ,16385 ,22877 ,8843 ,13455 ,7728 ,11649 ,7894 ,12879 ,8846 ,12859 ,9941 ,11407 ,10032 ,11217 ,12513 ,12003 ,15026 ,13931 ,21463 ,15473 ,33391 ,8417 ,26959 ,6361 ,15694 ,5868 ,18232 ,3388 ,13305 ,999 ,5469 ,4 ,630 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,512 ,대림(구로구청),29 ,2 ,8518 ,575 ,6967 ,2779 ,11525 ,4633 ,15720 ,13339 ,11939 ,9783 ,8683 ,10594 ,9375 ,11281 ,10613 ,11027 ,11062 ,11577 ,11467 ,11187 ,12135 ,11865 ,11642 ,12461 ,13656 ,17203 ,15201 ,17986 ,9498 ,11898 ,7437 ,8100 ,6939 ,10063 ,3773 ,7076 ,1034 ,2817 ,0 ,63 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,513 ,남구로,7 ,0 ,15386 ,1496 ,13086 ,5374 ,23704 ,24442 ,26907 ,81471 ,17490 ,39958 ,11892 ,14474 ,10953 ,12262 ,12686 ,11601 ,12208 ,12652 ,12428 ,12000 ,13951 ,13194 ,15984 ,16319 ,31912 ,27546 ,61235 ,25959 ,28513 ,19159 ,15778 ,12771 ,12693 ,15577 ,6421 ,11738 ,2066 ,4425 ,1 ,243 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,514 ,가산디지털단지,487 ,0 ,6147 ,4474 ,6825 ,18937 ,15943 ,95144 ,19160 ,318815 ,13398 ,181677 ,13504 ,49527 ,17651 ,30297 ,22981 ,28363 ,27247 ,29548 ,32943 ,27036 ,41717 ,24592 ,57594 ,23281 ,145885 ,23628 ,259508 ,26497 ,114916 ,18529 ,64540 ,10558 ,57383 ,10482 ,24189 ,7649 ,4891 ,3533 ,21 ,340 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,515 ,철산,3 ,0 ,7325 ,3217 ,20142 ,7724 ,61225 ,11234 ,68523 ,25147 ,34200 ,20435 ,22007 ,16393 ,20747 ,15791 ,22276 ,17650 ,21888 ,20359 ,20498 ,20920 ,20900 ,24244 ,23156 ,27558 ,26998 ,42483 ,26880 ,70524 ,17117 ,59699 ,17799 ,29239 ,18979 ,30680 ,10247 ,21744 ,2411 ,9117 ,7 ,786 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,7호선,516 ,광명사거리,171 ,2 ,16803 ,3864 ,24250 ,9695 ,61167 ,12586 ,74754 ,20719 ,38396 ,18210 ,24574 ,17355 ,23564 ,19320 ,25667 ,22615 ,26355 ,23698 ,24918 ,24718 ,24791 ,29422 ,26956 ,34373 ,28456 ,43727 ,26477 ,67143 ,16955 ,55563 ,14286 ,30505 ,11992 ,31292 ,6632 ,21284 ,1852 ,9450 ,32 ,746 ,0 ,0 ,0 ,0 ,0 ,0 
